EventId,Ticker,Date Made Public,Name,Entity,Type,Location,", ",Total Records,Other,Event Discription,Source,Attached Files,,All Terms,CompanyId,Year,ContentText,GID
293,SBH,5/4/15,Sally Beauty Supply,BSR,HACK,Denton,Texas,0,NULL,"Salley Beauty has announced the possiblity of another data breach to their payment systems. The company said they were investigating ""unusual activity of payment cards at some stores"" but do not know yet how many customer cards were affected.Last March the company announced a similar attack to their payment systems, compromising over 25,000 customer payment cards. The company thought they had shut down the malicious attempts. More Information: www.wsj.com/articles/sally-beauty-investigating-possible-data-breach-1430747729",Databreaches.net,NULL,0,2010,192,2015,"Company:Sally Beauty Supply<br/>Location:Denton,Texas<br/>Event Time:2015-05-04",1812
257,HSBC,4/10/15,HSBC Finance Corporation,BSF,DISC,Brandon,Florida,0,NULL,"HSBC notified customers of a data breach when customer mortgage information was inadvertently exposed via the Internet, which included personal information. The personal information included names, Social Security numbers, account numbers and__old account information.The company is providing Identity Guard for 12 months free for those affected.__ They can be reached at the Identity Guard Victim Recovery Services phone line at 1-800-901-7107 Monday-Friday 8 a.m-11 p.m, and Saturday 9 a.m-6 p.m Eastern Time. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-49318",Dataloss DB,NULL,97000,2008,368,2015,"Company:HSBC Finance Corporation<br/>Location:Brandon,Florida<br/>Event Time:2015-04-10",602
144,T,4/8/15,AT&T,BSO,INSD,Dallas,Texas,280000,NULL,"The FCC has fined AT&T $25 million dollars after an investigation revealed that three separate international__call centers are at the center of a data breach of customer information.Call centers in Mexico, the Phillipines and Columbia all had similar incidences ""when employees accessed sensitive customer data without adequate authorization. Those employees took payment from third parties who were apparently interested in customer names and Social Security numbers so they could unlock stolen cell phones for sale on secondary markets.""As part of the settlement, AT&T has agreed to notify those customers that were affected and offer one year free of credit monitoring services. More Information: http://www.cnbc.com/id/",Dataloss DB,NULL,5000,2008,521,2015,"Company:AT&T<br/>Location:Dallas,Texas<br/>Event Time:2015-04-08",1262
212,MSFT,4/3/15,Microsoft/Xbox One,BSO,HACK,Redmond,Washington,0,NULL,"A 19 year hacker has pleaded guilty to hacking and stealing ""11,266 log-in credentials from an unnamed which he then shared amongst the other members.""__Austin Alcala was part of a larger hacking network that stole software and data from gaming companies such as Microsoft,__Valve, Epic. The group stole internal documents from companies, source code and games that had not yet been released to the public. The items stolen were stated to be worth approximately $100 million dollars. The hacking took place from 2012 to 2014. More Information: http://www.welivesecurity.com/2015/04/03/us-teen-pleads-guilty-100-milli...____",Dataloss DB,NULL,303,2009,97,2015,"Company:Microsoft/Xbox One<br/>Location:Redmond,Washington<br/>Event Time:2015-04-03",1175
200,INTU,4/2/15,Intuit,BSF,UNKN,San Diego,California,0,NULL,"Intuit informed customers of a potential breach to their information after reviewing customer accounts. In this review, Intuit identified certain TurboTax accounts may have been accessed by someone other than the account holder. The company believes that usernames and passwords were stolen by using username/password combinations from other sources, not directly from the Intuit site. The company automatically changed usernames and passwords to protect from further potential unauthorized access. The company is offering credit monitoring through ProtectMyID through experian for free. For information, email TTaxInvestigations@intuit.com or call 1-866-602-4279.More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-49249",Dataloss DB,NULL,16000,2008,35,2015,"Company:Intuit<br/>Location:San Diego,California<br/>Event Time:2015-04-02",600
39,NGVC,3/2/15,Natural Grocers,BSR,HACK,Lakewood,Colorado,NULL,NULL,"Natural Grocers announced a possible datal breach of its customers payment cards. The grocery retailer claims they have not received any reports or complaints of fraudulent activity of customers payment cards, however, according to Krebs on Security ""Sources in the financial industry tell KrebsOnSecurity they have traced a pattern of fraud on customer credit and debit cards suggesting that hackers have tapped into cash registers at Natural Grocers locations across the country.__ The grocery chain says it is investigating ""a potential data security incident invloving an unauthroized intrusion targeting limited customer payment card data.""""The grocery retailer has 93 stores in 15 states and has hired a third party vendor that specializes in data forensics to investigate the possible breach. The company claims that ""no personally identifiable information, such as names, addresses or Social Security numbers, was involved, as the company does not collect that data as part of its payment processing system."" Again, as stated by KrebsOnSecurity, ""According to a source with inside knowledge of the breach, the attackers broke injust before Christmas 2014, by attacking weaknesses in the company's database servers. From there, the attackers moved laterally with Natural Grocers internal network, eventually planting card-snooping malware on point-of-sale systems.""More Information: https://krebsonsecurity.com/2015/03/natural-grocers-investigating-card-b...",Dataloss DB,NULL,8800,2006,73,2015,"Company:Natural Grocers<br/>Location:Lakewood,Colorado<br/>Event Time:2015-03-02",1814
116,TAX,2/13/15,Liberty Tax Services,BSF,PORT,Highland,California,0,NULL,"Liberty Tax Services contacted customers to inform them of a data breach due to a burglary. The thieves took some files and electronic records that included personal information of their customers.  The information included names, addresses, dates of birth, identification numbers, Social Security numbers, income documents and names of dependents, their dates of births, and their Social Security numbers.   The company is offering those who were affected one year free of credit monitoring. For those affected they can call 1-909-864-8122 to set up an appointment. For further questions contact a member of their team at the following: Linda Sowell, Office Manager at 909-864-8122 or Jeanette Burr, District Manager at 909-533-0448.   More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-48438",Dataloss DB,NULL,2400,2005,267,2015,"Company:Liberty Tax Services<br/>Location:Highland,California<br/>Event Time:2015-02-13",604
34,ANTM,2/5/15,Anthem,BSF,HACK,Indianapolis,Indiana,80000000,NULL,"Anthem, the second largest health insurance company operating under Anthem Blue Cross, Anthem Blue Cross and Blue Shield Amerigroup and Healthlink has suffered a massive data breach.The company announced that they have been the victim of a ""very sophisticated external cyber attack"" on their system. The information compromised includes names, birthdays, medical ID's, Social Security Numbers, street addresses, e-mail addresses, employment and income information. Over the next several weeks, those who were affected will be receiving some form of identity theft protection. For those members with questions regarding the breach, the company has set up a toll- free line at 1-877-263-79951-877-263-7995__FREE.More Information: For the statement by Anthem's CEO Joseph R. Swedish and the dedicated website created for customer information, click here.Additional Information: http://money.cnn.com/2015/02/04/technology/anthem-insurance-hack-data-se...UPDATE (2/10/2015): As further investigations are pursued regarding the Anthem breach, research by Brian Krebs and others show that the hacking began as early as April 2014 and is pointing to Chines hacker group known as ""Deep Panda"".__ At the time, Anthem was called Wellpoint, and upon further investigation Krebs ""discovered a series of connected domain names that appear to imitate actual Wellpoint sites, including we11point.com and myhr.we11point.com.""Because these sites were contructed almost 10 months prior, the question has now been raised as to why it took the company such a long time to uncover the hacking. More Information: http://thehill.com/policy/cybersecurity/232285-analysis-anthem-attack-ma...CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Dataloss DB,NULL,0,2007,67,2015,"Company:Anthem<br/>Location:Indianapolis,Indiana<br/>Event Time:2015-02-05",597
416,NVDA,1/6/15,NVIDIA Corporation,BSO,HACK,Santa Clara,California,0,NULL,"NVIDIA Corporation suffered a data breach when hackers infiltrated their network and stole employee usernames and passwords. The company is requesting that those affected change their password and be cautious of ""phishing"" emails that look like they are coming from a colleague or friend requesting sensitive information. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-47824",Dataloss DB,NULL,1800,2008,370,2015,"Company:NVIDIA Corporation<br/>Location:Santa Clara,California<br/>Event Time:2015-01-06",1212
325,MS,1/5/15,Morgan Stanley,BSF,INSD,New York,New York,0,350000,"An employee of Morgan Stanley stole customer information on 350,000 clients including account numbers. Additional information on what other information was captured has not yet been released. Files for as many as 900 clients ended up on a website. The employee has since been fired and the bank is notifying all of the individuals affected. The FBI is currently investigating the incident.More Information: http://www.bloomberg.com/news/print/2015-01-05/morgan-stanley-fires-empl...",Dataloss DB,NULL,15000,2008,248,2015,"Company:Morgan Stanley<br/>Location:New York,New York<br/>Event Time:2015-01-05",583
139,UAL,1/1/15,United Airlines,BSO,HACK,Chicago,Illinois,0,NULL,"United Airlines notified customers of an unauthorized access to their MileagePlus account with usernames and passwords obtained from a third-party source. The unauthorized access began on December 9, 2014, where the hacker (s) attempted to infiltrate the accounts of United Mileage Plus accounts. The hackers obtained MileagePlus numbers and possible account details. The company has stated that if the profile included a credit card number, only the last 4 digits of the card were visible. United temporarily suspended Mileage Plus accounts. For those with suspended accounts they can call 1-800-421-46551-800-421-4655__FREE to change usernames, passwords, PIN's, and security questions. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-47959____CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Media,NULL,0,2009,454,2015,"Company:United Airlines<br/>Location:Chicago,Illinois<br/>Event Time:2015-01-01",1265
77,LJPC,12/31/14,La Jolla Group,MED,HACK,Irvine,California,0,NULL,"The La Jolla Group has informed customers of a data breach in connection with ecommerce sites that the company manages for various apparel brand licensees. On December 3, 2014 they noticed unauthorized access to check-out pages on the websites of certain clients. The company then launched an investigation and confirmed that certain information had been breached. The information included names, addresses, phone numbers, email addresses, credit card numbers, CVV2 data and credit card expiration dates of customers who checked out at their clients websites. According to the company no Social Security numbers were compromised. The company has set up AllClearID for those who were affected for one year for free. Those with questions can contact their hotline at 1-877-403-02811-877-403-0281__FREE between 9:00 a.m and 9 p.m. Eastern Standard Time, Monday through Saturday. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-47915CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Databreaches.net,NULL,58000,2010,138,2014,"Company:La Jolla Group<br/>Location:Irvine,California<br/>Event Time:2014-12-31",1264
240,SNE,12/26/14,Sony PlayStation,BSO,HACK,New York,New York,0,NULL,"PlayStation and xBox networks over the holiday season. A group calling itself ""LizardSquad"" hacked both gaming networks on Christmas Day.__ According to the group and KrebsOnSecurity, ""various statements posted by self-described LizardSquad members on their open online chat forum - chat.lizardpartrol.com - suggest that these misguided individuals launched the attack for no other reason than because they thought it would be amusing to annoy and dissapoint people who received new Xbox and Playstation consoles as holiday gifts""More Information: http://krebsonsecurity.com/2014/12/cowards-attack-sony-playstation-micro...",Dataloss DB,NULL,72000,2005,187,2014,"Company:Sony PlayStation<br/>Location:New York,New York<br/>Event Time:2014-12-26",1208
248,MSFT,12/26/14,Microsoft xBox,BSO,HACK,Redmond,Washington,0,NULL,"Microsoft Xbox Live networks were hacked by a group called ""LizardSquad"", preventing users from playing games over the holiday. The assault was a DDoS attack (distributed denial-of-service) which ""harness the Internet connectivity of many hacked or misconfigured systems so that those systems are forced to simultaneously flood target network with junk Internet traffic. The goal, of course, is to prevent legitimate visitors from being able to load the site or use the service under attack.""More Information: http://krebsonsecurity.com/2014/12/cowards-attack-sony-playstation-micro...",Dataloss DB,NULL,4118,2006,268,2014,"Company:Microsoft xBox<br/>Location:Redmond ,Washington<br/>Event Time:2014-12-26",1209
155,WCG,12/6/14,WellCare Health Plans,MED,DISC,Monroe County,New York,0,47,"500 Monroe County residents were notified by WellCare Health of disclosure of some of their personal information when their Medicare records were ""mishandled"" by a sub-contractor for the insurer.The insurers vendor had an error in their computer coding causing denial letters to be sent to the wrong members. The information on the letters included names, addresses, member ID numbers and general descriptions of the procedure. According to the insurer, no Social Security numbers or financial information was disclosed in the letter. Subscribers with questions can call WellCare at (888) 240-4946(888) 240-4946.More Information: http://www.democratandchronicle.com/story/news/2014/12/06/wellcare-medic...CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Databreaches.net,NULL,0,2010,27,2014,"Company:WellCare Health Plans<br/>Location:Monroe County,New York<br/>Event Time:2014-12-06",2457
437,SFLY,11/26/14,Shutterfly/Tiny Prints/Treats/Wedding Divas,BSO,HACK,Redwood City,California,0,NULL,"Tiny Prints, Treat and Wedding Paper Divas, owned by Shutterfly Inc. notified customers of a data breach to their online system by hackers. The hacking may have exposed customer usernames and passwords. The company is urging customers to change all usernames and passwords to each site.More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-47602____",Databreaches.net,NULL,18,2010,395,2014,"Company:Shutterfly/Tiny Prints/Treats/Wedding Divas<br/>Location:Redwood City,California<br/>Event Time:2014-11-26",1195
8,SNE,11/24/14,Sony Pictures,BSO,HACK,New York,New York,47000,47000,"Sony Pictures Entertainment has suffered a data breach when hackers posted threatening messages on company computers. According to a report the threat ""began with a skull appearing on screens, and then a strangely ominous  message telling users they___d been hacked by something called #GOP. It  gets more bizarre as the message claims this is just the beginning and  then threatens to release documents by 11 PM this evening.""The company has completely shut down all email communications and employees are not allowed to use company computers while the entertainment giant works through where and what the threat is and if it is real. The original threat did not give specifics or communicate any kind of ""ransom"" for the data that had supposedly been hacked.More Information: https://deadline.com/2014/11/sony-computers-hacked-skull-message-1201295...__UPDATE (12/5/2014): A data security analyst has discovered information leaked by the hacker (s) goes beyond what was originally reported.According to the security company Identity Finder, showed that leaked files included vast amount of personal data on ""more than 47,000 celebrities, freelancers, and current and former Sony employees"".    ""An analysis of 33,000 leaked Sony Pictures documents by data security  software firm Identity Finder showed that the leaked files included the  personal information, salaries and home addresses for employees and  freelancers who worked at the studio. Some of the celebrities include  Sylvester Stallone, director Judd Apatow and Australian actress Rebel  Wilson, according to the Wall Street Journal, which first reported on the analysis"".   Additional information such as contracts, termination dates, termination reason and other data was also leaks. Unfortunately these files were in Excel format without any password protection.More Information: http://www.cnet.com/news/sony-hack-said-to-leak-47000-social-security-nu...UPDATE (12/16/2014): ""Sony Pictures Entertainment has been sued by two self-described former employees who accuse the movie studio of failing to protect Social Security numbers, healthcare records, salaries and other data from computer hackers who attacked it last month.__The proposed class action lawsuit against Sony Corp's   studio was filed on Monday in federal court in Los Angeles. It alleges that the company failed to secure its computer network and protect confidential information.""More Information: http://www.reuters.com/article/2014/12/16/sony-cybersecurity-classaction...UPDATE (06/16/2015): Sony Pictures Entertainment has been denied a dismissal of a lawsuit brought on by former employees who claim that their personal data was stolen in the 2014 hacking. The judge stated ""Sony created a ""special relationship"" with its employees by requiring  them to provide personal information to be eligible for salaries and  benefits.""More Information: http://www.businessinsider.com/r-sony-fails-to-dismiss-lawsuit-over-inte...UPDATE (09/02/2015): ""Lawyers for former Sony Pictures Entertainment  employees whose data was breached last year say they have tentatively  reached a settlement with the company.  Wednesday's filing in a proposed class-action lawsuit does not detail  settlement terms or how many current and former Sony employees would be  covered by the settlement.  Plaintiffs' attorney Daniel Girard wrote that he and fellow lawyers  believe the settlement is favorable to employees whose personal,  financial and medical information was posted online.  Additional details about the settlement are expected to be filed in a Los Angeles federal court by mid-October.""More Information: http://www.usnews.com/news/entertainment/articles/2015/09/02/federal-son...",Dataloss DB,NULL,0,2012,21,2014,"Company:Sony Pictures<br/>Location:New York,New York<br/>Event Time:2014-11-24",1194
182,ANTM,11/10/14,Anthem Blue Cross,BSF,DISC,Southern and Northern California cities,California,0,NULL,"Anthem Blue Cross in California sent text emails with personal details about individuals health information and member specific demographic information such as age, language spoken, specific medical test received or not received as part of the text message.The company is reviewing whether or not they have to report this information as part of the specific notification laws in California, which does include the breach of medical history, mental or physical condition, medical treatment or diagnosis by a health care professional.A spokesperson for Blue Cross stated that they are investigating the incident.More Information: http://bits.blogs.nytimes.com/2014/11/10/oops-health-insurer-exposes-mem...__",HHS via PHIPrivacy.net,NULL,0,2010,9,2014,"Company:Anthem Blue Cross<br/>Location:Southern and Northern California cities,California<br/>Event Time:2014-11-10",574
32,SPLS,10/20/14,Staples Inc.,BSR,HACK,Framingham,Massachusetts,1200000,NULL,"Several large banks notified Staples Inc. of unusual activity on credit and debit cards used at several locations in Northeastern United States.  According to Brian Krebs, Krebs on Security   ""According to more than a half-dozen sources at banks operating on the East Coast, it appears likely that fraudsters have succeeded in stealing customer card data from some subset of Staples locations, including seven Staples stores in Pennsylvania, at least three in New York City, and another in New Jersey"".  Staples Inc. has more than 1800 stores nationwide and is currently investigating the potential breach.  More Information: http://krebsonsecurity.com/2014/10/banks-credit-card-breach-at-staples-s...UPDATE (11/17/2014): It appears that the breach that happened at Staples was conducted by the same cyber criminals that infiltrated Michaels stores. According to Krebs On Security ""Multiple banks interviewed by this author say they___ve received alerts from Visa and MasterCard  about cards impacted in the breach at Staples, and that to date those  alerts suggest that a subset of Staples stores were compromised between  July and September 2014.""More Information: http://krebsonsecurity.com/2014/11/link-found-in-staples-michaels-breach...UPDATE (12/19/2014): After an investigation, Staples Inc. said that nearly 1.2 million customers payment cards. ""Staples said Friday that the investigation revealed that the hackers used malware that provided access to information for transactions at 115 of its stores. The hackers stole cardholder names, payment card numbers, expiration dates and card verification codes.__ The company is offering free identity theft protection services.More Information: http://www.huffingtonpost.com/2014/12/19/staples-breach-payment-cards_n_...",Databreaches.net,NULL,12000,2010,65,2014,"Company:Staples Inc.<br/>Location:Framingham,Massachusetts<br/>Event Time:2014-10-20",1799
160,SHLD,10/10/14,Sears Holding Company/K-Mart,BSR,HACK,Hoffman Estates,Illinois,0,NULL,"Sears Holding Corp announced Friday that a data breach occurred at their K-Mart stores starting last month, with malicious software targeting their Point of Sale systems that__ compromised customers' credit card information.Currently, Sears Holding Corp is not clear as to the number of affected customer cards and the breach is currently under investigation. K-Mart has said that they were able to remove the malware from their systems.K-Mart is working currently working with federal investigators.For those with questions, they are asked to call K-Mart's Customer Care Center at 1-888-488-5978.More Information: http://abcnews.go.com/Business/wireStory/kmart-latest-victim-data-breach...CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Dataloss DB,NULL,0,2007,60,2014,"Company:Sears Holding Company/K-Mart<br/>Location:Hoffman Estates,Illinois<br/>Event Time:2014-10-10",1798
115,MBI,10/7/14,Municipal Bond Insurance Association (MBIA),BSF,DISC,Purchase,New York,0,NULL,"Brian Krebs of Krebs On Security notified MBIA of a breach that exposed numerous customer account numbers, balances and various other sensitive data due to a misconfiguration on a company Web server. ""Much__of the information had been indexed by search engines, including a  page listing administrative credentials that attackers could use__to  access data that wasn___t already accessible via a simple Web search.""MBIA is one of the largest bond insurers, that offers municipal bond insurance and investment management products and services companies such as Aetna and Fireman's Fund.The company has since shut this website down and is currently investigating. No information is available to the number of individuals that may have been affected by the breach.More Information:http://krebsonsecurity.com/2014/10/huge-data-leak-at-largest-u-s-bond-in...",Databreaches.net,NULL,8700,2010,263,2014,"Company:Municipal Bond Insurance Association (MBIA)<br/>Location:Purchase,New York<br/>Event Time:2014-10-07",571
114,T,10/6/14,AT&T,BSR,INSD,Dallas,Texas,1600,1600,"AT&T is at the center of another data breach to their system, this time, by an internal employee. AT&T has announced that one of its staff members accessed account information of customers, which included Social Security Numbers, drivers license numbers, unique customer numbers, known as Customer Proprietary Network Information (CPNI), which includes information such as times, dates, durations and destination numbers of every call made. No specific numbers have yet been released.More Information: http://www.zdnet.com/at-and-t-hit-by-insider-data-breach-unspecified-num...UPDATE (10/7/2014): The Vermont Attorney General posted that 1,600 letters went out to customers regarding the recently announced data breach that happened in August of 2014 by an employee of AT&T. The employee has since been fired and the breach is still under investigation.More Information:http://www.reuters.com/article/2014/10/07/us-at-t-cybersecurity-idUSKCN0...",Dataloss DB,NULL,139000,2010,246,2014,"Company:AT&T<br/>Location:Dallas,Texas<br/>Event Time:2014-10-06",1796
357,PACB,9/25/14,Pacific BioSciences of California Inc.,BSO,PORT,Menlo Park,California,0,NULL,"Pacific BioSciences of California Inc. has notified patients of a data breach when an employee laptop was stolen from their home that contained some of their personal information.The information included names, birthdates, and Social Security numbers.The company has arranged credit monitoring services through AllClearID for one year at no charge. For those affected they can call 1-866-979-2595. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-46702",Dataloss DB,NULL,2093,2006,292,2014,"Company:Pacific BioSciences of California Inc.<br/>Location:Menlo Park,California<br/>Event Time:2014-09-25",1191
9,HD,9/2/14,The Home Depot,BSR,HACK,Atlanta,Georgia,56000000,56000000,"The Home Depot appears to be another victim of a data breach of their POS systems, reportedly by the same Russian hacking group that hit Target, Michaels, Neiman Marcus and P.F. Chang's. Brian Krebs of Krebs on Security reported that a significantly large amount of debit and credit card information went up for sale on the underground cybercrime sites, all leading back to purchases made at Home Depot stores across the US.Home Depot is currently investigating the potential breach. Updated postings will follow as more information comes in.More Information: http://www.latimes.com/business/la-fi-retail-hacking-20140904-story.html UPDATE (9/10/2014): The Home Depot has now confirmed that their credit card processing systems were compromised in 2,200 of its stores across the U.S and Canada. Currently, no information has been released as to the number of individuals affected. Authorities are predicting this could surpass the 40 million individuals affected by the Target hacking.More Information: http://www.reuters.com/article/2014/09/09/us-usa-home-depot-databreach-i...UPDATE (9/16/2014): ""A group of attorneys general have opened a multistate investigation  into the recently confirmed data breach at Home Depot Inc.""Attorneys General in Connecticut, Illinois and California will be leading the investigation to uncover the cause of the data breach and how the retailer has handled the breach with their affected customers. More Information:http://www.bna.com/attorneys-general-launch-n17179894898/UPDATE (9/18/2014): The Home Depot has announced the data breach they suffered earlier this month has affected approximately 56 million credit and debit cards. This makes this breach the second largest breach ever, just behind TJX'x co's breach of 90 million records. The also announced that they see no evidence of any breach of their stores in Mexico or for those who shopped at their online store, HomeDepot.com.More Information: http://www.wjla.com/articles/2014/09/home-depot-data-breach-affected-56m...UPDATE (9/26/2014): At least 15 law suits have been filed against The Home Depot for the recent data breach that occurred in US and Canadian stores. The lawsuit alleges that The Home Depot neglected to secure customers' financial and personal information. Most of the cases were filed by customers, however two credit unions and one bank have also filed suit. More Information: http://www.nationallawjournal.com/id=1202671405651/Lawsuits-Piling-Up-in-Home-Depot-Data-Security-Breach#ixzz3EQXm6uC9UPDATE (9/29/2014): The Home Depot has posted a page on their website regarding the recent data breach, for consumers who were affected. This page will advise you on what to do and how to obtain information to take advantage of the free 12 month credit monitoring services. Make sure to scroll down past the photo.More Information: https://corporate.homedepot.com/MediaCenter/Pages/Statement1.aspxUPDATE (11/14/2014): The Home Depot has now announced that on top of the 56 million customers who had financial information compromised in the breach, the hackers also made off with 53 million email addresses of customers as well. More Information: http://krebsonsecurity.com/category/data-breaches/UPDATE (11/25/2014): The Home Depot is facing 44 civil lawsuits in the U.S and Canada as a result of the data breach that occured across the organizations retail stores. Currently the company ""has been working to deploy EuroPay__MasterCard__Visa (EMV)  chip-and-pin security at each of its U.S. and Canadian stores. The  breach compromised the financial details of customers who shopped at any  of Home Depot's 2,266 stores in the U.S. and Canada"".More Information: http://www.techtimes.com/articles/20956/20141125/home-depot-data-breach-backlash-44-civil-lawsuits-in-the-works.htm#ixzz3KfNFgv6e",Dataloss DB,NULL,0,2012,22,2014,"Company:The Home Depot<br/>Location:Atlanta,Georgia<br/>Event Time:2014-09-02",1792
126,AAPL,9/1/14,Apple,BSO,HACK,Cupertino,California,0,NULL,A few days ago a group calling themselves hackappcom posted a proof of  concept script on the popular code repository called Github that would  allow for a user to attempt to breach iCloud and access a user account.  This script would query iCloud services via the ___Find My iPhone__ť API to  guess username and password combinations. The problem here was that  apparently Apple   was not limiting the number of queries. This allowed for attackers to  have numerous chances to guess password combinations without the fear of  being locked out.The number of celebrity photos or private information breached is still unknown. __More Information: http://www.forbes.com/sites/davelewis/2014/09/02/icloud-data-breach-hack...,Dataloss DB,NULL,583000,2007,347,2014,"Company:Apple<br/>Location:Cupertino,California<br/>Event Time:2014-09-01",1187
13,JPM,8/28/14,J.P Morgan Chase,BSF,HACK,New York,New York,0,76000000,"The FBI is investigating a sophisticated hacking attack on JP Morgan Chase and potentially seven other financial institutions. Originally it was reported that possibly one to four other institutions may have been affected, but it appears that the breach could be much larger than originally thought.The hackers, who are reportedly Russian, gained enough personal information to completely wipe out bank accounts. The sophisticated and coordinated attacks go beyond the typical criminal hacker (s) according to authorities. Investigators are looking into the reasons behind the coordinated attack. It appears that not only did the hackers gain access to the accounts, but also altered and possibly deleted information.The attack appears to have been coordinated and directed at specific JP Morgan Chase employees to gain access to their computers and databases at the bank.Experts are communicating that the hackers would have had to of spent a significant amount of time researching and studying the record system of the bank prior to attempting any kind of unauthorized access. ""What was even more concerning is these hackers were able to modify records using high-level credentials and do it in a way that was undetected.""More Information: http://www.foxnews.com/politics/2014/08/28/fbi-reportedly-probing-hack-j...http://www.cnet.com/news/jpmorgan-hackers-altered-deleted-bank-records-s...UPDATE (9/16/2014): After further investigation by authorities and Chase Bank, the breach they suffered isn't as severe as originally anticipated. The bank has confirmed that the hackers were able to gain access only to names, addresses and phone numbers, no financial or bank account information was accessed. More Information: http://www.tomsguide.com/us/chase-bank-breach-update,news-19545.htmlUPDATE (10/3/2014): The cyber attack JPMorgan Chase  & Co. faced this summer compromised personal information in much greater numbers than first reported. Originally the numbers reported were over 1 million affected customers. After an investigation, JP Morgan Chase reports that hackers gained access to data on more than 76 million account holders--names, addresses, phone numbers and emails. Information on an additional 7 million small businesses was obtained as well. """"JPMorgan  Chase said that names, addresses, phone numbers and email addresses  were stolen from the company's servers, but only customers who use the  websites Chase.com and JPMorganOnline and the apps ChaseMobile and JPMorgan Mobile were affected"".More Information:__ http://www.pressofatlanticcity.com/news/ap/jpmorgan-says-data-breach-aff...UPDATE (12/22/2014): The computer breach at JP Morgan Chase could have been avoided according to security experts if the bank had installed an easy security fix to a server that was overlooked.More Information: http://dealbook.nytimes.com/2014/12/22/entry-point-of-jpmorgan-data-brea...__",PHIPrivacy.net,NULL,0,2012,37,2014,"Company:J.P Morgan Chase<br/>Location:New York,New York<br/>Event Time:2014-08-28",569
99,BRLI,8/25/14,"BioReference Laboratories, Inc./CareEvolve, Inc.",MED,DISC,Ann Arbor,Michigan,196,3334,"CareEvolve Inc, a subsidiary of BioReference Laboratories, Inc. have notified patients of a data breach to their system that may have inadvertently exposed personal information of patients. CareEvolve, Inc. was reconfiguring a test server and accidentally exposed the server, making it accessible via the Internet. This particular server included patient names, home addresses, telephone numbers, ages, patient/medical record numbers, clinical tests, collection dates, dates of birth and Social Security numbers (196 SSN's exposed according to CareEvolve Inc). Automated search engine data mining applications did access this information starting on February 2, 2014 and ended when the breach was discovered on March 19, 2014. For those that may have been affected can call 1-800-229-52271-800-229-5227 ext. 8433 or email compliancedepartment@bioreference.com.CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Dataloss DB,NULL,0,2007,195,2014,"Company:BioReference Laboratories, Inc./CareEvolve, Inc.<br/>Location:Ann Arbor,Michigan<br/>Event Time:2014-08-25",2437
123,UPS,8/20/14,The UPS Store,BSR,HACK,Atlanta,Georgia,0,NULL,"The UPS Store, Inc has notified customers of a data breach when they discovered malware in their systems targeting UPS retailers. UPS retained a security firm to review their systems and found malware at 51 locations in 24 states. UPS has a total of 4,470 franchised center locations within the US. The company announced that both credit and debit card purchases were impacted at the franchised locations from January 20, 2014 through August 11, 2014. The company has since removed the malware from their system. The company put out the following information:__For those affected with questions,__ please call us at 1-855-731-6016.""__For more information http://oag.ca.gov/system/files/California%20Distribution_0.pdf? CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Dataloss DB,NULL,20000,2005,326,2014,"Company:The UPS Store<br/>Location:Atlanta,Georgia<br/>Event Time:2014-08-20",1790
143,CYH,8/18/14,Community Health Systems,MED,HACK,Franklin,Tennessee,4500000,NULL,"Community Health Systems out of Franklin Tennessee has announced a large data breach of their medical system. The breach occured when hackers infiltrated the server of the health system compromising Social Security numbers, names and addresses for 4.5 million patients. Authorities believe that the hackers were based out of China and the attacks happened from April 2014 through June 2014.The company operates 206 hospitals in 29 states and is currently doing further investigations regarding the attack.__More Information:__ http://bits.blogs.nytimes.com/2014/08/18/hack-of-community-health-system... __UPDATE (8/26/2014): Five Alabama residents have filed a class-action lawsuit against Community Health Systems following last week's announcement of the data breach of 4.5 million patients.__",HHS via PHIPrivacy.net,NULL,0,2010,515,2014,"Company:Community Health Systems<br/>Location:Franklin,Tennessee<br/>Event Time:2014-08-18",2436
487,MEET,8/18/14,"MeetMe, Inc.",BSO,HACK,New Hope,Pennsylvania,0,NULL,"MeetMe, Inc. has announced a data breach of their system when hackers gained access to their customer information. The information included names, emails addresses, and passwords. The company reported that they have contacted their customers to change their usernames and passwords.",Dataloss DB,NULL,50000,2006,459,2014,"Company:MeetMe, Inc.<br/>Location:New Hope,Pennsylvania<br/>Event Time:2014-08-18",1183
