,0,1,2,3,4,5,6
475,2012-02-13 10:01:34,We teamed up with @DrDrewLCTV to surprise unemployed viewers with great jobs. Airs 3pm today. #Video sneak peek: http:// youtu.be/y_0gkTNRdPE,10,2,@DrDrewLCTV,#Video,Reply
476,2012-02-10 11:29:01,new post: Sitting at Work Is Old Fashioned — And Other Top Stories on LinkedIn This Week http:// bit.ly/wVeiMS #in,5,1,,#in,Announcement
477,2012-02-10 09:01:26,We partnered with @DrDrewLCTV to surprise unemployed viewers with great jobs. Tune in on 2/13 on the CW. http:// ow.ly/8YXPc #VIDEO,10,1,@DrDrewLCTV,#VIDEO,Reply
478,2012-02-09 17:26:14,"That wraps up our earnings call. For those of you just tuning in, check out our blog post for more. http:// stks.co/2L06",6,0,,,Announcement
479,2012-02-09 17:20:47,"Premium Subscriptions represented 20% of total revenue in Q4 of 2011, compared to 22% in the fourth quarter of 2010. http:// dcl.sr/jL",3,0,,,Announcement
480,2012-02-09 17:20:34,"Revenue from Premium Subscriptions products totaled $33.3M, up 87% compared to the fourth quarter of 2010. http:// dcl.sr/jJ",4,0,,,Announcement
481,2012-02-09 17:20:10,"Marketing Solutions revenue represented 30% of total revenue in Q4 of 2011, compared to 34% in Q4 of 2010. http:// dcl.sr/jH",2,1,,,Announcement
482,2012-02-09 17:19:50,"Revenue from Marketing Solutions products totaled $49.5M, up 77% compared to the fourth quarter of 2010. http:// dcl.sr/jF",6,0,,,Announcement
483,2012-02-09 17:19:08,"Hiring Solutions revenue represented 50% of total revenue in Q4 2011, compared to 44% in the fourth quarter of 2010. http:// dcl.sr/jD",5,0,,,Announcement
484,2012-02-09 17:18:51,"Revenue from Hiring Solutions products totaled $84.9M, up 136% compared to Q4 2010. http:// dcl.sr/jB",5,0,,,Announcement
485,2012-02-09 17:16:48,We now have CFO Steve Sordello's presenting during our earnings call. You can listen in at our IR site here http:// stks.co/2Kyv $ LNKD,4,1,,,Announcement
486,2012-02-09 17:14:28,Those were the key points from CEO @jeffweiner 's presentation during our Q4 2011 earnings call. More details here http:// stks.co/2Kyq $ LNKD,3,1,@jeffweiner,,Reply
487,2012-02-09 17:11:13,Mobile visits account for more than 15% of total unique member visits and is the fastest growing service on LinkedIn. http:// dcl.sr/j9,9,3,,,Announcement
488,2012-02-09 17:10:43,"As of now, there are more than 50K developers using LinkedIn APIs to help build and power the professional Web. http:// dcl.sr/j7",9,2,,,Announcement
489,2012-02-09 17:10:19,"We also introduced a wave of new products all designed around Identity, Insights, and Everywhere. http:// dcl.sr/j5",3,2,,,Announcement
490,2012-02-09 17:09:33,"We also opened 7 offices outside the U.S. in 2011, bringing the total number of global offices to 22. http:// dcl.sr/j3",4,0,,,Announcement
491,2012-02-09 17:09:11,"We launched 8 local languages last year and in 2012 we’ve added Czech and Dutch to the list, bringing our total to 16. http:// dcl.sr/j1",2,1,,,Announcement
492,2012-02-09 17:08:23,More than 60 million new professionals have joined LinkedIn since the start of 2011. http:// dcl.sr/iz,29,2,,,Announcement
493,2012-02-09 17:08:02,"And member page views in Q4 grew faster still, at 77%, marking a healthy progression in our key engagement metrics. http:// dcl.sr/ix",2,1,,,Announcement
494,2012-02-09 17:07:46,"Unique member visits to LinkedIn in Q4 grew 67% year over year, even faster than the rate of membership growth. http:// dcl.sr/iv",3,0,,,Announcement
495,2012-02-09 17:07:10,Our cumulative membership grew 60% year over year to 145 million at the end of the fourth quarter. http:// dcl.sr/ir,19,1,,,Announcement
496,2012-02-09 17:06:49,"For 2011, revenues were a record $522M, up 115%, and we delivered adjusted EBITDA of $99M, or a non-GAAP EPS of 35c. http:// dcl.sr/ip",9,1,,,Announcement
497,2012-02-09 17:06:01,"For Q4, overall revenues grew 105% to a record $168M. http:// dcl.sr/in",10,1,,,Announcement
498,2012-02-09 17:03:47,"The earnings webcast will be co-hosted by our CFO, @ssordello . Check out our deck of slides from today’s presentation. http:// stks.co/2Ky3",3,1,@ssordello,,Reply
499,2012-02-09 17:02:15,new post: LinkedIn’s Q4 2011 Earnings Announcement http:// bit.ly/ywbm5h #in,12,0,,#in,Announcement
500,2012-02-09 16:59:22,"Our CEO, @jeffweiner , will start our earnings shortly. In the meanwhile, check out our post with more details. http:// stks.co/2Kxi",4,0,@jeffweiner,,Reply
501,2012-02-09 16:47:17,You’ll be seeing a flurry of tweets starting 2PT as we provide live updates from our earnings call. http:// dcl.sr/ij,5,1,,,Announcement
502,2012-02-09 16:23:36,We’ll be live tweeting our earnings call a half hour from now. Stay tuned for live updates. http:// dcl.sr/ih,10,0,,,Announcement
503,2012-02-09 13:01:42,new post: 3 Ways to Reinvent Yourself on LinkedIn http:// bit.ly/AkDYDW #in,27,15,,#in,Announcement
504,2012-02-09 12:23:52,Everything you need to know about #LinkedIn recommendations via @Forbes . How many do you have? http:// ow.ly/8YtZg #in,21,5,@Forbes,#LinkedIn #in,Reply
505,2012-02-08 18:03:56,"Call it a ""return on investment"": How LinkedIn helped The Rock Group land a $70 million account: http:// lnkd.in/gJvcts",13,3,,,Announcement
506,2012-02-08 11:52:03,Parlez-vous français? Follow us @LinkedInFrance for all the latest news.,5,3,@LinkedInFrance,,Reply
507,2012-02-07 20:16:09,9 reasons your resume will never get you a job at Google or Apple. http:// ow.ly/8VYtC (via @LinkedIn_Today @businessinsider ),46,17,@LinkedIn_Today @businessinsider,,Reply
508,2012-02-07 16:48:17,new post: A More Secure LinkedIn Browsing Experience http:// bit.ly/wquFKt #in,12,3,,#in,Announcement
509,2012-02-07 15:20:05,"Subscribe to our new Twitter list of #inDay Speakers including @NYTimesFriedman , @DeepakChopra , @ScottHarrison & more. https:// twitter.com/#!/LinkedIn/in day-speakers …",4,3,@NYTimesFriedman @DeepakChopra @ScottHarrison,#inDay #,Reply
510,2012-02-07 12:59:43,"@pranmaz Great to hear, please tell us more! Or consider writing a recommendation for LinkedIn Jobs at http:// ow.ly/8VARg .",1,0,@pranmaz,,Reply
511,2012-02-07 10:39:22,new post: Make Cupid’s Arrow Hit the Mark: Tips and Tricks for Snagging a Sweetheart AND a Sweet Gig on Vale... http:// bit.ly/Aj6Ny6 #in,7,0,,#in,Announcement
